Twitter ID;User Name;Sex;SID 1;SID 2;SID 3;SID 4;SID 5;;;0;1;2;3;4;5;TASK
robertino_lo;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
GiuseppeLeg;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
AndreaCalcagni5;;M;0;0;0;0;0;Not political content in the selected time window;;1;0;0;0;0;0;T3
SilviaZanella_;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
fran_orsini;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
ciapalacadrega;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
manubellotti;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
corriereveneto;;U;0;0;0;0;0;Journal;;1;0;0;0;0;0;T3
david___stark;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
FiambertiVini;;U;0;0;0;0;0;Wine producer page;;1;0;0;0;0;0;T3
andrealoca77;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
ArduinDanny;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
gastanuke;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
RosiPolimeni;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
alberto_dimeo;;M;0;0;0;0;0;Not plitical content;;1;0;0;0;0;0;T3
rockpolitics;;F;2;2;2;2;2;Italia viva;;0;0;1;0;0;0;T3
Enfami73;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
massimo_gnone;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Lore86196528;;U;2;0;2;2;0;Not explicit political orientation;;0,4;0;0,6;0;0;0;T3
ANTONIOSICONOL3;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
GianniVacchelli;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
IntesaSPgiovani;;U;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
AugustoMinzolin;;M;0;0;0;0;0;Ex senator Forza Italia;;1;0;0;0;0;0;T3
antoniopolito1;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
SEA_Press;;U;0;0;0;0;0;Account for news from Milan airports Linate and Malpensa;;1;0;0;0;0;0;T3
ambragaravaglia;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
guffanti_marco;;M;2;0;0;2;4;;;0,4;0;0,4;0;0,2;0;T3
diodatopirone;;M;0;0;0;0;0;Journalist;;1;0;0;0;0;0;T3
marcocanestrari;;M;2;2;0;0;0;;;0,6;0;0,4;0;0;0;T3
MessyRainboww;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Andrew1897935;;M;1;1;1;1;1;No tweets in the selected time window - Profile description: #iostoconSalvini;;0;1;0;0;0;0;T3
CBugliano;;U;0;0;0;0;0;Municipality of Bugliano page;;1;0;0;0;0;0;T3
RubinoMauro;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
SebastianoRaoul;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Bart1705;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
berlusconi;;M;5;5;5;5;5;Official Berlusconi's twitter account;;0;0;0;0;0;1;T3
BorgheseAle;;M;0;0;0;0;0;Alessandro Borghese, italian restaurateur;;1;0;0;0;0;0;T3
ITSMADH;;U;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
OctavianZaki;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
PetLevrieri;;U;0;0;0;0;0;Page about levrieri and their safeguard;;1;0;0;0;0;0;T3
Mariroska;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
M5S_Senato;;U;4;4;4;4;4;;;0;0;0;0;1;0;T3
 informatico;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
renydem;;M;4;4;4;4;4;;;0;0;0;0;1;0;T3
LilliPerLaZampa;;U;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
cinziasams;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
JGiusi;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
JoiceKymtransex;;F;0;0;0;0;0;Sex page;;1;0;0;0;0;0;T3
toccafondimario;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
gbongiorno66;;F;1;1;1;1;1;;;0;1;0;0;0;0;T3
TIM4USara;;F;0;0;0;0;0;TIM customer service;;1;0;0;0;0;0;T3
pontremolitoday;;U;0;0;0;0;0;Pontremoli (Italian town) page;;1;0;0;0;0;0;T3
nontelodicomai;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
CarloLucarelli6;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
annacaneva;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
animaletale;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
backtoblacklis1;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
anperillo;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
angeliquepoison;;U;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Elyz988;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
francycognato;;F;0;0;0;0;0;Animal shelter;;1;0;0;0;0;0;T3
twistandshout85;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
BzBroono;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
ma_mi_lu;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
TheJackSparrow;;M;0;0;0;0;0; Not explicit political orientation ;;1;0;0;0;0;0;T3
CdGherardesca;;U;0;0;0;0;0;A.S. is from left party (but is not classificable);;1;0;0;0;0;0;T3
BellaAntipatica;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
AlbertaSimoncin;;F;2;2;2;2;2;https://twitter.com/AlbertaSimoncin/status/1175052617526992897;;0;0;1;0;0;0;T3
qui_e_ora_;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
SenzaBarriereVR;;U;0;0;0;0;0;Voluntary association page;;1;0;0;0;0;0;T3
Useppe00;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
SuzzyJesus;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
DicoSempreNO;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
UGiangrieco;;M;0;0;0;0;0;Not explicit political orientation ;;1;0;0;0;0;0;T3
rockin_1000;;U;0;0;0;0;0;Rock band page;;1;0;0;0;0;0;T3
antoniopalmieri;;M;5;5;5;5;5;P.R. of Forza Italia;;0;0;0;0;0;1;T3
TorrisiLaura;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
gia___p;;F;2;2;2;2;2;Left wing - https://twitter.com/gia___p/status/1174124719555141632;;0;0;1;0;0;0;T3
volonellaluce;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
GanzoSwan;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
a_g_giuli;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
MarcoPalma;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
valemj;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
PiaFavaretto;;F;2;2;2;2;2;Left wing - Renzi;;0;0;1;0;0;0;T3
laresadeitonti;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
giudging;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
vio_l3t_;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
il_quarto_moro;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
fabiodevivo;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
StefanoLonati1;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
ummiririnenti;;M;2;0;0;2;0;Left wing -  not explicit political orientation;;0,6;0;0,4;0;0;0;T3
Emanuele_Cecala;;M;0;0;0;0;0;Not explicit political orientation - political satire;;1;0;0;0;0;0;T3
Teresa_La_Vispa;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
MarcoBaldizzone;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
DejaLaNuit;;M;0;0;0;0;0;Rifondazione comunista party https://twitter.com/DejaLaNuit/status/1174094831318122501;;1;0;0;0;0;0;T3
Simonasimo0;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
giankatta;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
NicholasVita990;;M;2;2;2;2;2;Many retweets related to PD;;0;0;1;0;0;0;T3
Enzo_Miccio;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
S_ara_____;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
SilviaTacchella;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
FistFuck73;;U;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
CofyAle;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
NoctisProject;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
magggistrale;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
antonellocapor2;;M;0;0;0;0;0;Journalist;;1;0;0;0;0;0;T3
EVA_realpage;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
GiGhi50;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
Romano19871;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
RaphaelGualazzi;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
CosimoDina;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
sandrosposito;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
proudGhe;;F;2;2;2;2;2;Many retweets from Lara Boldrini;;0;0;1;0;0;0;T3
SofiaBellamio;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
WeCinema;;U;0;0;0;0;0;Cinema page;;1;0;0;0;0;0;T3
donatodinovi;;M;4;4;4;4;4;;;0;0;0;0;1;0;T3
JMonicaHD;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
gcnItalia;;U;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
misteroettam;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
karimamoual;;F;2;0;2;2;0;Many tweets supporting Vincenzo Amendola;;0,4;0;0,6;0;0;0;T3
euforia_nera;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Vangelis_Lukas;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
VittorioMacioce;;M;0;0;0;0;0;Journalist;;1;0;0;0;0;0;T3
FioAnzano;;F;5;5;5;0;0;Some retweets supporting Forza Italia;;0,4;0;0;0;0;0,6;T3
MichelaMirani;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Coryismylove;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
entrechatquatre;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
PrestaLucio;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Linkiesta;;U;0;0;0;0;0;Journal;;1;0;0;0;0;0;T3
AcomeAsgr;;U;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Majin79;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
falconiofr;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
LAnnibali;;F;2;2;2;2;2;Italia viva;;0;0;1;0;0;0;T3
IldoQv;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
tentodiesistere;;F;0;0;0;0;0;Not explicit political orientation   ;;1;0;0;0;0;0;T3
senzacoloranti;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
sapetetuttovoi;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
MaurizioSanto3;;M;0;0;0;0;0;No tweets;;1;0;0;0;0;0;T3
vincanta3;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
apemura;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
ldibartolomei;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
ZIoGI0;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
MinnettiMassimo;;M;2;2;2;2;2;Italia viva;;0;0;1;0;0;0;T3
BashaJunila;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
petergomezblog;;M;0;0;0;0;0;Journalist;;1;0;0;0;0;0;T3
dariofrance;;M;2;2;2;2;2;Member of PD;;0;0;1;0;0;0;T3
HP_Italia;;U;0;0;0;0;0;Tech page ;;1;0;0;0;0;0;T3
1971_franz;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
darioscap;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
LediMarton;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
MichelaMgl;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
AstroLinda99;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
Giuseppina1978;;F;1;1;1;1;1;;;0;1;0;0;0;0;T3
vitaindiretta;;U;0;0;0;0;0;Tv programme page;;1;0;0;0;0;0;T3
27aculnaiG;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
mariaplslourdes;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
Indianabianca;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
Citalopram40mg;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
24Cultura;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
antonio_alfio;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
Nutrimenti;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
Google;;U;0;0;0;0;0;Google page;;1;0;0;0;0;0;T3
realtimetvit;;U;0;0;0;0;0;"""Real time"" - TV program page";;1;0;0;0;0;0;T3
alemarsia;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Cosimo97Caforio;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
VGuarcello;;M;0;0;0;0;0;No political content;;1;0;0;0;0;0;T3
NataleNfalduto;;M;0;2;0;2;2;;;0,4;0;0,6;0;0;0;T3
LaVoceRC;;U;0;0;0;0;0;Journal;;1;0;0;0;0;0;T3
Aivlis2000;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
altr0v3;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
CLetteraria;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
VittorioSgarbi;;M;0;0;0;0;0;Journalist - Critic;;1;0;0;0;0;0;T3
RenzinaCeriani1;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
petruscaA;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
Fornario;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
borghigiana;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
barbybpgirl;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
AndreaVianelli_;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
shiningjasmin;;F;0;0;0;0;0;Not   discriminant political content;;1;0;0;0;0;0;T3
lucianinalitti;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
jacopopaoletti;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
mariagraziapet6;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
kwigibo_;;M;0;0;0;0;0;Not explicit political orientation   ;;1;0;0;0;0;0;T3
MARCOLODICO1;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
dambro_d;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
VujaBoskov;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
FabioDosScaNdos;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
Mene___;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
valeriafedeli;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
lacucinadiqb;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
MarikaSurace;;F;0;0;0;0;0;Not explicit political orientation   ;;1;0;0;0;0;0;T3
zdizoro;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Micaelag333;;F;1;1;1;1;1;;;0;1;0;0;0;0;T3
mengonimarco;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
lapinella;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
joshuaheld;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Antispecismo;;U;0;0;0;0;0;Other political party;;1;0;0;0;0;0;T3
cidrovilla;;M;4;4;4;4;4;;;0;0;0;0;1;0;T3
echoof_rain;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
contechristino;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
concitadeg;;F;2;2;2;2;0;;;0,2;0;0,8;0;0;0;T3
apecar;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
capulliarianna;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
piccolinovr;;M;1;1;1;1;1;Many tweets supporting Matteo Salvini;;0;1;0;0;0;0;T3
Swiffer79;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
LyliusBea;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Igo441;;M;2;2;0;2;0;;;0,4;0;0,6;0;0;0;T3
alias16g;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
maritacassan;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
EmanueleMaiutto;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Filippo_Casini;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
fdaveri;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Telenord;;U;0;0;0;0;0;TV page;;1;0;0;0;0;0;T3
pierminerba;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Vallescrivia1;;F;2;2;2;2;2;https://twitter.com/Vallescrivia1/status/1157233401323298816;;0;0;1;0;0;0;T3
Pizzinina;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
ShyDreamerIT;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
paola_tar;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
elisatoffoli;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
gadlernertweet;;M;2;2;0;2;0;;;0,4;0;0,6;0;0;0;T3
veroneseaurora;;F;0;0;0;0;0;Not political content ;;1;0;0;0;0;0;T3
Ultimoprezzo;;U;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
anna_salvaje;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
paolo_schianchi;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
ChiaraBottini;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
danmatt65;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
AuLuCaRo;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Stilox2;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
lori_gianna;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
salviamoroma;;M;0;0;0;0;0;Not a fan of M5S;;1;0;0;0;0;0;T3
chiarabiasi;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
MaxPezzali;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
fangirldasempre;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
carlolocatelli1;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
FrancescoCasa86;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
AlineMedri;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
unlikemiche_;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
allnews24eu;;U;0;0;0;0;0;Journalistic Page;;1;0;0;0;0;0;T3
HSQMYP;;M;4;4;4;4;4;;;0;0;0;0;1;0;T3
una_tizya;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
jadorelemakeup;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
pierluigirovito;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
Thegoodvybye;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Mary_mbarza;;U;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
gianpiero1965;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
JerryGa24411807;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
FerdinandoC;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
guglielmoscilla;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
lasorelladikarl;;F;2;2;2;2;2;https://twitter.com/lasorelladikarl/status/1152322395316899841;;0;0;1;0;0;0;T3
titofaraci;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
FilippoNcl;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
FMastrantuoni;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
VitoMancuso;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
OperaNational;;U;0;0;0;0;0;Dance and theatre page;;1;0;0;0;0;0;T3
NamelessBiby;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
francesca_2015;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
ElenaLinkin;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
firkloveren;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
NiccoloVecchia;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Mark__Lipa;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
AlexDiNocera;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
maa_ita;;U;0;0;0;0;0;Page about animals rights;;1;0;0;0;0;0;T3
giovannidemedi2;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
zeropregi;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
iosonoaerdna;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Lucyluciana94;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
IlCastiga;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
ValerioPino;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
tossina_libera;;F;2;2;2;2;2;Left party;;0;0;1;0;0;0;T3
FondazioneSR;;U;0;0;0;0;0;Fondazione Sanità e Ricerca twitter account;;1;0;0;0;0;0;T3
HardCan08687591;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
DCiadamidaro;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
enzobianchi7;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
AleLepri;;M;1;1;1;1;1;Many tweets supporting Matteo Salvini;;0;1;0;0;0;0;T3
massyfre;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
leox91;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
TicketOneIT;;U;0;0;0;0;0;TicketOne page;;1;0;0;0;0;0;T3
tiziano2013;;M;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
eurallergico;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
Quetzlacoatl;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
alessandrasard1;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
GioMantoan;;M;0;2;2;0;0;Not explicit political orientation;;0,6;0;0,4;0;0;0;T3
sebmes;;M;2;2;0;0;0;Not explicit political orientation;;0,6;0;0,4;0;0;0;T3
Annarella155;;F;0;0;0;0;0;Not explicit political orientation   ;;1;0;0;0;0;0;T3
SedimentidOnice;;F;0;0;0;0;0;Not political content in the selected time window;;1;0;0;0;0;0;T3
DialoghiPistoia;;U;0;0;0;0;0;Cultural festival page;;1;0;0;0;0;0;T3
italia_nel_caos;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
PaoloGentiloni;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
marcoleonardi9;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
AvvCanu;;M;1;0;1;0;0;;;0,6;0,4;0;0;0;0;T3
RobSpera;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
luisacordova;;F;0;0;0;0;0;No tweets in the selected time window;;1;0;0;0;0;0;T3
alpocomics;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
dany94ct;;M;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
MassimGiannini;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
Giampy_Ass;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
balallla;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
RaffaCappuccio;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
isoflurano;;F;0;0;0;0;0; No tweets in the selected time window;;1;0;0;0;0;0;T3
Maria13401800;;F;2;2;2;2;2;;;0;0;1;0;0;0;T3
defilippi_m;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
picchina;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
LCuccarini;;F;0;0;0;0;0;Not political content;;1;0;0;0;0;0;T3
Roberto_Rosoni;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
orporick;;M;0;0;0;0;0;;;1;0;0;0;0;0;T3
xel1980;;F;4;4;4;4;4;;;0;0;0;0;1;0;T3
Alistudies;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
A_mente_libera;;U;0;0;0;0;0;;;1;0;0;0;0;0;T3
DiegoDan80;;M;2;2;2;2;2;;;0;0;1;0;0;0;T3
vucciria79;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
carlopecoraro1;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
PolAlberto;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
__Vincent_88__;;M;1;1;1;1;1;;;0;1;0;0;0;0;T3
manufalcetti;;F;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
valfurla;;F;0;0;0;0;0;;;1;0;0;0;0;0;T3
DarioBressanini;;M;0;0;0;0;0;Not explicit political orientation;;1;0;0;0;0;0;T3
